id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
75323,15572430,Yudina,686,Spain,Female,32.0,5,0.0,2,1.0,0.0,65765.4,0
75328,15802360,Fiorentini,554,Spain,Female,39.0,7,0.0,2,0.0,0.0,112928.51,0
75351,15670379,Hsing,576,Spain,Male,37.0,9,0.0,2,1.0,1.0,14868.94,0
75370,15596954,Maitland,676,Germany,Female,34.0,4,114211.58,1,1.0,0.0,103903.57,0
75380,15593497,Yefremova,576,Spain,Male,38.0,7,167545.32,1,0.0,1.0,105983.09,0
75385,15688839,Nkemakonam,692,France,Female,56.0,7,0.0,4,1.0,0.0,152053.96,1
75396,15676985,Lucciano,750,France,Female,40.0,2,0.0,2,1.0,1.0,82978.51,0
75401,15584852,Tsou,678,France,Female,49.0,4,0.0,1,1.0,0.0,143853.97,0
75434,15597984,Baresi,719,France,Male,37.0,1,0.0,2,1.0,0.0,88827.3,0
75440,15674067,Nwankwo,616,Germany,Male,39.0,7,171740.04,2,1.0,0.0,79919.95,0
75445,15662433,Hsueh,646,France,Male,40.0,6,0.0,2,1.0,1.0,16081.82,0
75449,15754593,Echezonachukwu,649,Spain,Male,42.0,10,0.0,2,0.0,1.0,123895.57,0
75461,15764671,Shubin,629,Spain,Male,24.0,4,137964.97,1,0.0,0.0,176713.49,0
75465,15783546,H?,624,Germany,Female,30.0,5,176962.07,1,1.0,0.0,119371.53,0
75469,15597913,Piazza,584,France,Male,66.0,4,0.0,2,1.0,1.0,142913.27,0
75473,15793665,Hsia,757,France,Male,34.0,8,111432.13,1,1.0,0.0,92647.72,0
75477,15668854,Chidiegwu,639,Germany,Male,32.0,6,122501.5,1,1.0,1.0,126812.82,0
75496,15681647,Omeokachie,659,France,Female,53.0,5,0.0,1,0.0,0.0,169291.7,1
75533,15701688,Tsao,711,France,Male,38.0,8,0.0,2,1.0,1.0,179435.16,0
75541,15730698,Ugoji,684,Spain,Male,48.0,5,0.0,2,1.0,1.0,823.96,0
75550,15761151,Fiorentino,661,France,Male,41.0,6,0.0,2,1.0,0.0,163983.4,0
75561,15581480,Teng,586,Spain,Female,40.0,2,0.0,1,1.0,1.0,131768.96,1
75569,15775990,Watson,558,France,Female,46.0,2,0.0,1,0.0,0.0,75585.48,1
75571,15763809,Fanucci,584,France,Female,29.0,8,0.0,2,1.0,1.0,171099.54,0
75578,15704859,Yuriev,756,France,Female,35.0,7,0.0,1,1.0,0.0,147090.44,0
75583,15570988,Kenechukwu,526,Germany,Male,29.0,5,114370.83,1,1.0,0.0,138350.37,0
75586,15792983,Palermo,639,Spain,Male,32.0,5,0.0,2,1.0,0.0,105817.87,0
75591,15770141,Li Fonti,850,Spain,Male,31.0,7,0.0,2,1.0,1.0,735.44,0
75593,15646710,Nkemakolam,627,France,Female,46.0,3,0.0,4,1.0,0.0,131906.93,1
75596,15696041,Clements,594,France,Male,31.0,6,0.0,2,0.0,1.0,146857.76,0
75597,15683920,Smith,499,France,Male,44.0,6,0.0,1,1.0,0.0,27330.59,1
75619,15686858,P'eng,779,France,Male,36.0,3,0.0,2,1.0,0.0,107965.9,0
75636,15629303,Walker,587,France,Female,28.0,1,95010.92,2,1.0,0.0,96657.48,0
75638,15672934,Paling,663,France,Female,38.0,7,0.0,1,1.0,0.0,173830.34,0
75640,15687907,McIntyre,615,Germany,Male,29.0,5,149795.81,1,0.0,0.0,9902.39,1
75641,15586467,Genovese,667,Spain,Male,33.0,2,0.0,2,1.0,1.0,184474.01,0
75642,15706177,Ch'iu,611,Germany,Male,45.0,8,132759.8,1,1.0,0.0,49089.36,1
75662,15566787,Kincaid,707,France,Female,38.0,4,0.0,1,1.0,1.0,147963.16,1
75665,15796467,Clements,572,Spain,Female,38.0,8,0.0,2,1.0,0.0,93959.96,0
75667,15762792,Aitken,632,France,Female,39.0,4,0.0,1,1.0,0.0,64872.33,0
75677,15694816,Chialuka,694,Germany,Male,32.0,1,129608.56,1,1.0,1.0,5959.0,0
75684,15631081,Okoli,510,France,Male,31.0,3,130142.79,1,1.0,0.0,53477.76,0
75687,15812439,Tuan,616,France,Female,37.0,7,0.0,2,0.0,0.0,73857.94,0
75696,15681753,Chin,521,France,Female,31.0,4,0.0,2,1.0,1.0,146650.76,0
75698,15754939,Maclean,711,France,Male,40.0,5,0.0,1,1.0,0.0,177844.06,1
75700,15722407,P'eng,604,France,Male,30.0,2,146043.89,1,1.0,1.0,131674.28,0
75705,15778744,Yermakova,686,France,Female,34.0,9,0.0,2,1.0,0.0,171040.53,0
75708,15798825,Ts'ui,648,France,Male,37.0,4,0.0,2,1.0,0.0,182726.86,0
75719,15701177,Chikwado,559,Germany,Male,56.0,2,131078.43,1,1.0,0.0,166475.85,1
75722,15786718,Hsia,683,Spain,Male,46.0,1,0.0,1,1.0,1.0,168516.61,1
75723,15696835,Okwuadigbo,728,Spain,Female,46.0,5,0.0,1,1.0,0.0,28789.97,1
75727,15732681,H?,594,France,Female,43.0,3,0.0,2,1.0,1.0,151843.31,0
75738,15773820,Ts'ui,542,France,Male,36.0,3,0.0,2,0.0,1.0,1843.24,0
75739,15771549,Kao,597,France,Male,23.0,2,0.0,1,0.0,0.0,141069.43,0
75756,15592966,Fanucci,807,France,Female,34.0,9,0.0,2,1.0,0.0,119996.55,0
75765,15584099,Ku,614,Germany,Female,35.0,1,114510.53,2,1.0,0.0,103557.93,0
75771,15579866,Walker,659,Germany,Male,45.0,5,84944.46,2,1.0,0.0,80174.73,0
75774,15586022,Ritchie,587,France,Male,36.0,2,0.0,2,1.0,1.0,96981.77,0
75782,15667937,Hsu,600,France,Male,40.0,1,139952.07,1,1.0,1.0,111342.66,0
75784,15703549,Okwuadigbo,635,France,Male,39.0,4,0.0,1,1.0,1.0,191198.46,0
75788,15732321,Obidimkpa,576,France,Male,37.0,2,122391.67,1,0.0,1.0,130726.71,0
75794,15751553,Bellucci,758,France,Female,33.0,9,119782.77,1,1.0,0.0,132418.73,0
75797,15753655,Hsia,601,Germany,Female,30.0,3,129669.32,1,1.0,0.0,162501.83,0
75798,15762698,Trevisani,646,France,Female,59.0,2,0.0,1,1.0,0.0,125762.95,1
75800,15609525,Lo Duca,697,Spain,Female,37.0,5,96553.52,1,1.0,1.0,94811.85,0
75808,15773977,Pagnotto,596,France,Male,40.0,7,0.0,2,0.0,1.0,164921.17,0
75810,15773539,Onyekaozulu,696,France,Female,36.0,6,121681.51,1,1.0,0.0,83716.73,0
75817,15807523,Chukwufumnanya,673,Germany,Female,40.0,3,118627.57,1,1.0,0.0,159416.58,1
75819,15602404,Pisano,604,Spain,Male,32.0,2,0.0,2,1.0,1.0,175564.2,0
75827,15781334,Onyemauchechukwu,715,France,Male,30.0,8,136678.52,1,1.0,0.0,120852.08,0
75828,15574853,Iadanza,652,France,Male,29.0,5,0.0,2,1.0,0.0,102908.51,0
75836,15709394,Tu,700,Germany,Male,30.0,5,105209.3,1,0.0,1.0,93714.96,0
75851,15795788,Nwachinemelu,731,France,Female,37.0,7,0.0,2,1.0,1.0,176445.24,0
75859,15592714,Tsao,748,France,Male,33.0,6,0.0,2,1.0,1.0,147557.71,0
75862,15648889,Baresi,663,France,Male,29.0,1,0.0,2,1.0,1.0,72757.25,0
75870,15674733,Eluemuno,667,France,Male,49.0,3,0.0,2,1.0,1.0,198798.08,0
75871,15598839,Teng,667,France,Female,34.0,2,0.0,2,1.0,0.0,163550.58,0
75873,15727056,T'ien,677,Germany,Male,54.0,2,132876.23,1,1.0,0.0,89048.46,1
75899,15677917,Macvitie,567,Spain,Female,40.0,9,0.0,1,0.0,1.0,735.41,0
75900,15578928,Piazza,705,France,Female,38.0,6,0.0,2,1.0,1.0,122267.88,0
75901,15570091,O'Brien,590,France,Male,34.0,4,71553.83,1,1.0,1.0,50249.16,0
75903,15753976,Fanucci,706,France,Female,35.0,5,0.0,2,1.0,0.0,172363.39,0
75914,15597912,H?,678,Germany,Female,48.0,7,142576.52,1,1.0,0.0,88814.48,1
75928,15742778,Pirozzi,757,Spain,Male,28.0,1,0.0,2,0.0,0.0,165053.12,0
75943,15604577,Onwuatuegwu,833,Germany,Female,50.0,2,139246.84,3,1.0,0.0,93716.77,1
75981,15693313,Hsieh,748,France,Male,41.0,7,0.0,2,0.0,1.0,94738.38,0
75988,15682328,Zetticci,599,France,Male,29.0,7,115074.03,1,1.0,0.0,77972.58,0
75990,15624453,Ch'eng,682,Spain,Female,40.0,1,160680.56,1,0.0,1.0,112372.16,0
75998,15631689,Chiawuotu,632,Germany,Male,56.0,4,141796.87,1,1.0,1.0,95625.38,0
75999,15802917,Ozoemena,684,France,Female,25.0,5,125961.77,1,1.0,1.0,149641.49,0
76004,15643832,Nnamutaezinwa,585,France,Female,52.0,1,0.0,1,1.0,0.0,180152.85,1
76012,15726043,Hsiao,615,Germany,Female,43.0,6,130557.0,1,1.0,1.0,171768.36,1
76026,15662404,DeRose,732,France,Male,47.0,4,136658.52,1,1.0,1.0,142880.57,0
76035,15683980,Pisani,796,France,Male,39.0,3,152880.97,1,1.0,1.0,123583.94,0
76046,15606835,Hs?,634,France,Female,37.0,9,0.0,1,0.0,1.0,155853.52,0
76048,15756598,Trevisan,749,Spain,Male,37.0,7,125437.55,1,1.0,0.0,70856.33,0
76049,15664708,Chidubem,590,France,Female,31.0,1,137963.18,1,1.0,0.0,180937.72,0
76061,15754595,H?,754,France,Male,40.0,8,0.0,2,0.0,1.0,52484.01,1
76075,15677559,O'Loughlin,592,France,Female,30.0,5,0.0,2,1.0,1.0,124483.09,0
76077,15778048,Trevisani,757,Germany,Male,36.0,4,147514.05,2,1.0,0.0,90557.66,0
76088,15593630,Ch'ien,705,Germany,Female,38.0,1,137847.9,1,1.0,0.0,132419.28,1
76096,15692472,Shen,634,Germany,Female,38.0,6,130428.77,2,1.0,1.0,176433.6,1
76099,15722478,Shih,532,France,Male,42.0,2,122501.72,2,1.0,0.0,171049.71,0
76102,15668858,Yobachukwu,648,France,Male,34.0,8,0.0,1,0.0,0.0,51117.12,1
76111,15580177,Tsao,712,Germany,Male,40.0,6,125456.98,1,1.0,1.0,93931.85,1
76112,15645035,Mazzanti,629,France,Female,35.0,2,0.0,2,1.0,0.0,147530.08,0
76113,15589212,Macleod,756,France,Female,33.0,3,134006.39,1,0.0,1.0,83700.66,0
76127,15787599,Cattaneo,553,Germany,Male,47.0,1,134896.94,2,1.0,0.0,199992.29,0
76130,15696952,Chiekwugo,549,Germany,Male,47.0,1,143542.64,2,1.0,0.0,43926.73,1
76133,15643323,Ibezimako,729,Spain,Male,36.0,9,0.0,2,1.0,0.0,183617.64,0
76137,15664809,Calabrese,741,Germany,Male,27.0,1,111259.19,1,1.0,0.0,103397.27,0
76148,15704921,Niu,553,France,Male,24.0,9,0.0,1,0.0,1.0,176882.08,1
76150,15672994,Hughes,681,France,Male,52.0,9,0.0,1,1.0,0.0,126728.23,1
76153,15798835,Chimezie,592,France,Female,42.0,8,119545.47,1,1.0,0.0,123597.87,0
76154,15777055,O'Brien,569,France,Female,55.0,4,0.0,2,1.0,1.0,149384.44,0
76184,15590898,Chiang,803,Spain,Male,40.0,8,0.0,2,1.0,0.0,170984.97,0
76193,15609523,Toscani,806,Spain,Male,42.0,2,0.0,2,1.0,0.0,153059.01,0
76196,15694551,P'eng,613,France,Female,27.0,0,0.0,2,1.0,0.0,90177.15,0
76199,15650029,Tuan,593,France,Male,37.0,2,0.0,2,1.0,1.0,89566.64,0
76232,15583349,Hao,667,France,Male,31.0,8,0.0,1,1.0,0.0,103715.52,0
76242,15676733,Hao,632,France,Male,35.0,8,0.0,2,1.0,1.0,168080.93,0
76261,15762825,Chiazagomekpere,493,Spain,Male,39.0,2,0.0,2,1.0,1.0,174973.99,0
76262,15793851,Trevisano,710,France,Female,21.0,2,0.0,2,1.0,1.0,166476.28,0
76263,15793716,Baddeley,711,France,Male,37.0,2,0.0,1,1.0,0.0,170935.35,0
76265,15607597,Ch'ang,587,France,Female,45.0,5,121355.55,1,1.0,0.0,126822.75,0
76266,15582948,Chiawuotu,659,Germany,Male,47.0,2,121818.31,1,1.0,0.0,139431.39,1
76268,15632668,Trentino,714,Germany,Male,56.0,7,112465.86,3,1.0,0.0,179634.75,1
76273,15781462,Fiorentino,697,Germany,Female,36.0,5,174400.96,1,1.0,1.0,119313.84,1
76282,15754074,P'eng,619,France,Female,29.0,5,0.0,2,1.0,1.0,86920.07,0
76283,15712893,Shcherbakov,521,Germany,Male,28.0,8,137388.01,1,1.0,1.0,157955.4,0
76288,15776526,Chiekwugo,714,France,Male,24.0,2,167772.02,1,1.0,1.0,151844.79,0
76290,15754933,Yevseyev,597,France,Male,27.0,10,0.0,2,1.0,0.0,117633.73,0
76296,15608341,Fiorentino,537,Germany,Female,40.0,8,128509.76,1,0.0,0.0,48606.71,0
76306,15704862,Iloerika,727,France,Male,32.0,6,0.0,2,1.0,1.0,164977.31,0
76309,15602723,Chubb,650,France,Male,39.0,8,153059.02,1,1.0,1.0,54169.25,0
76310,15585324,Yobachukwu,696,France,Female,39.0,8,142400.29,1,1.0,1.0,172865.07,0
76314,15682463,Ch'in,735,Spain,Female,44.0,2,137262.29,2,1.0,0.0,4035.51,1
76316,15797750,Hsiung,624,France,Female,21.0,1,0.0,2,1.0,0.0,173980.63,0
76328,15649420,White,806,Germany,Male,39.0,8,153548.12,1,1.0,1.0,172749.72,0
76331,15773769,Hsia,646,France,Female,37.0,9,0.0,1,1.0,1.0,103536.38,0
76335,15610553,Chidiebere,662,France,Male,34.0,7,0.0,2,1.0,0.0,823.83,0
76341,15754554,Ejikemeifeuwa,706,France,Male,29.0,2,141796.43,2,1.0,0.0,92888.52,0
76343,15609501,Onyekachukwu,758,France,Female,38.0,4,121063.41,1,1.0,0.0,89900.08,0
76358,15757553,Ch'iu,652,Germany,Male,49.0,6,71902.51,3,1.0,0.0,123982.75,1
76369,15759901,L?,712,Germany,Female,38.0,9,137964.87,1,1.0,1.0,63795.4,0
76377,15793898,Mault,597,Germany,Male,31.0,3,142658.57,1,1.0,0.0,25325.03,0
76383,15570090,Ch'eng,725,Germany,Male,39.0,8,103895.17,2,1.0,0.0,155700.66,0
76390,15750664,Brient,624,Germany,Female,30.0,8,108004.74,2,0.0,0.0,137508.51,0
76393,15572736,Gboliwe,684,France,Male,38.0,5,0.0,2,1.0,0.0,111342.55,0
76394,15583599,Mazzi,521,France,Male,56.0,6,121704.32,1,1.0,0.0,38596.34,1
76401,15661630,Chibugo,655,Germany,Female,36.0,4,99106.73,1,1.0,0.0,74850.56,1
76409,15731534,Ch'in,710,France,Female,46.0,6,106116.5,1,0.0,1.0,70400.86,0
76426,15602404,L?,516,France,Female,55.0,1,0.0,1,1.0,1.0,149991.34,1
76434,15573869,Chien,562,Germany,Male,36.0,1,89039.9,1,1.0,1.0,151169.43,0
76452,15621427,Chiang,741,Germany,Female,27.0,4,122570.55,1,1.0,0.0,96794.82,0
76453,15693496,Shih,565,Spain,Male,59.0,3,0.0,1,1.0,1.0,149892.86,1
76454,15797796,White,704,Spain,Female,30.0,8,0.0,2,1.0,1.0,178291.04,0
76456,15681723,Hsueh,850,France,Female,26.0,9,81025.8,1,1.0,1.0,176680.16,0
76461,15582705,Yefremova,696,Spain,Male,37.0,8,0.0,2,1.0,0.0,91076.85,0
76466,15684517,Lu,681,France,Female,34.0,8,0.0,2,1.0,0.0,91409.62,0
76476,15787903,Chibugo,762,Germany,Female,19.0,4,123935.54,1,1.0,0.0,166677.53,0
76484,15780389,Shih,769,France,Female,43.0,7,0.0,2,1.0,1.0,131662.47,0
76489,15571748,Onio,651,France,Male,30.0,10,0.0,2,0.0,1.0,26327.32,0
76494,15571952,Walker,554,France,Female,34.0,8,107712.47,1,1.0,0.0,75927.57,0
76497,15595599,Ritchie,554,Germany,Female,61.0,8,137785.86,2,1.0,1.0,173897.64,0
76514,15681412,Yermakova,745,France,Female,24.0,1,0.0,1,0.0,1.0,123872.0,1
76517,15662487,Chidozie,739,Germany,Male,33.0,9,150315.82,1,1.0,1.0,70778.36,0
76519,15586835,Padovesi,577,France,Female,39.0,6,0.0,2,1.0,0.0,66979.51,0
76528,15573928,Hsiao,765,Spain,Male,30.0,2,0.0,2,1.0,0.0,145560.31,0
76541,15605426,T'ien,850,Germany,Male,37.0,4,141665.55,2,1.0,0.0,169920.92,0
76565,15793943,Smith,549,Spain,Male,29.0,3,0.0,2,1.0,1.0,107841.16,0
76566,15746458,Iloerika,565,Germany,Female,53.0,2,113599.74,1,0.0,1.0,109496.69,1
76569,15671733,Ch'ien,697,France,Male,61.0,1,101238.25,1,0.0,1.0,182326.93,0
76573,15629238,Nwankwo,572,Spain,Female,36.0,3,0.0,2,1.0,1.0,84531.84,0
76575,15752483,Mazzi,651,France,Male,25.0,9,0.0,2,1.0,1.0,121402.53,0
76582,15754531,Tuan,752,Spain,Female,35.0,6,0.0,1,1.0,0.0,126562.01,0
76604,15581552,Chukwueloka,599,Germany,Male,31.0,10,121498.58,1,1.0,1.0,131660.31,0
76608,15677096,Nnamutaezinwa,651,France,Male,35.0,2,0.0,2,1.0,1.0,107841.02,0
76612,15732844,Lo Duca,663,France,Female,36.0,3,0.0,1,1.0,1.0,171345.53,1
76621,15756855,Walker,694,France,Male,36.0,9,111336.95,2,1.0,1.0,134790.78,0
76624,15657084,Calabresi,675,France,Male,40.0,1,76656.4,2,1.0,1.0,184399.76,0
76627,15772751,Ndubueze,648,Spain,Female,51.0,8,122347.57,1,1.0,0.0,52856.87,1
76647,15591736,Chuang,707,Spain,Female,34.0,5,115463.24,2,0.0,1.0,132942.56,0
76671,15753939,Chinomso,652,France,Female,36.0,10,107818.63,1,1.0,1.0,110299.78,0
76674,15683322,Chibuzo,431,France,Male,37.0,7,140733.56,1,1.0,0.0,14087.58,1
76680,15680366,Hazon,644,Germany,Male,33.0,8,96462.82,1,0.0,1.0,122482.61,0
76689,15696585,Fanucci,635,Spain,Female,42.0,3,0.0,1,1.0,0.0,162543.27,1
76697,15666926,Onuchukwu,660,France,Female,68.0,2,134208.58,1,1.0,0.0,123829.22,1
76702,15757566,Hsia,554,France,Male,35.0,3,0.0,1,1.0,1.0,102999.15,0
76706,15704742,Ritchie,720,Germany,Male,25.0,10,131354.46,2,1.0,1.0,61313.26,0
76707,15764227,Okwudilichukwu,706,Germany,Male,47.0,7,129895.93,1,0.0,0.0,26287.21,1
76712,15769042,Johnson,717,France,Female,60.0,8,0.0,1,0.0,0.0,118711.75,1
76720,15761708,McLean,757,France,Male,45.0,1,0.0,2,1.0,0.0,131718.12,0
76722,15583573,Hsia,805,Germany,Male,37.0,2,120170.59,2,1.0,0.0,125961.89,0
76729,15587539,Tikhonov,749,France,Male,46.0,3,0.0,2,1.0,0.0,183492.8,0
76732,15758043,Hsia,678,Germany,Female,46.0,4,106070.47,1,1.0,1.0,153667.28,1
76763,15702641,Ewing,682,France,Male,33.0,1,0.0,2,1.0,0.0,174094.24,0
76764,15693674,Ch'eng,613,Spain,Male,39.0,9,133844.52,1,1.0,0.0,105818.28,0
76771,15681679,De Neeve,684,France,Male,36.0,5,0.0,2,0.0,1.0,141054.39,0
76775,15573322,Hs?,698,France,Male,34.0,3,0.0,1,1.0,0.0,82848.02,1
76777,15798025,Genovese,745,France,Male,40.0,7,89368.59,1,1.0,0.0,182542.92,1
76780,15752991,Shih,611,France,Female,29.0,3,0.0,2,1.0,1.0,91510.71,0
76785,15688075,Onyeorulu,692,France,Male,35.0,1,82773.17,1,1.0,0.0,164064.39,0
76825,15761148,Ch'iu,661,Germany,Male,36.0,7,96652.74,2,1.0,1.0,134411.08,0
76832,15572761,T'ien,635,France,Male,37.0,2,0.0,2,1.0,0.0,76569.64,0
76852,15644850,Nnamdi,657,Germany,Male,37.0,7,116933.41,2,1.0,1.0,63795.43,0
76861,15574073,Onyemauchechukwu,591,Spain,Female,34.0,6,0.0,2,1.0,0.0,121798.32,0
76873,15668882,Zito,622,Spain,Male,41.0,6,0.0,2,1.0,1.0,48201.72,0
76881,15625042,McGregor,607,France,Female,47.0,4,0.0,1,1.0,0.0,147553.07,1
76891,15572354,Hsia,683,France,Female,42.0,9,0.0,2,1.0,1.0,180698.54,0
76893,15641433,Hs?,743,France,Female,31.0,2,125961.39,1,1.0,1.0,84965.61,0
76896,15791323,Tung,705,France,Female,37.0,10,107711.57,1,0.0,1.0,135875.51,0
76899,15754931,Obiajulu,498,France,Female,27.0,9,0.0,2,1.0,0.0,89968.94,0
76900,15682412,Y?,713,France,Female,32.0,6,0.0,1,1.0,1.0,176945.26,0
76902,15576624,Iheatu,744,France,Female,41.0,3,0.0,2,1.0,0.0,103553.51,0
76949,15743085,Mazzi,712,France,Female,29.0,9,0.0,2,1.0,1.0,108891.2,0
76950,15606859,Trentino,714,France,Female,63.0,0,0.0,1,1.0,1.0,125083.29,1
76969,15581892,Cavenagh,632,France,Male,25.0,7,125831.2,1,1.0,1.0,121083.8,0
76970,15586945,Chukwuhaenye,667,Germany,Male,41.0,2,108883.92,1,0.0,0.0,142730.19,0
76972,15769406,Tsai,708,France,Female,25.0,5,98293.14,1,0.0,1.0,127964.34,0
76975,15792468,Maughan,667,France,Female,38.0,4,0.0,2,1.0,0.0,136837.08,0
76978,15576091,Clements,748,France,Male,28.0,3,0.0,2,1.0,1.0,171768.28,0
76991,15791317,Harker,685,Spain,Female,32.0,6,0.0,2,1.0,1.0,88920.68,0
77001,15794844,Cattaneo,728,Germany,Male,31.0,7,120818.93,1,1.0,1.0,51620.92,0
77012,15762021,Walker,618,Spain,Female,40.0,5,0.0,2,1.0,0.0,120790.02,0
77015,15577593,Ukaegbunam,653,Spain,Male,31.0,5,0.0,2,1.0,0.0,73857.95,0
77016,15793978,Onyeorulu,539,France,Female,36.0,6,0.0,2,0.0,1.0,38260.95,0
77020,15725474,Ts'ui,669,France,Male,60.0,9,0.0,2,1.0,1.0,168886.95,0
77027,15808713,T'ien,693,Spain,Male,26.0,4,0.0,2,0.0,1.0,176776.51,0
77029,15666810,Chien,717,France,Male,42.0,3,138296.32,1,1.0,1.0,180622.02,0
77036,15603840,Ugochukwutubelum,699,Germany,Female,42.0,4,146574.48,2,1.0,1.0,93073.23,0
77039,15571604,Udinese,721,France,Male,32.0,8,0.0,2,1.0,1.0,9087.7,0
77046,15791549,T'ang,670,France,Male,36.0,1,0.0,2,1.0,0.0,52629.73,0
77047,15582718,Kao,562,France,Female,39.0,5,0.0,2,1.0,0.0,132908.85,0
77050,15796479,Onwumelu,677,Germany,Female,28.0,4,156917.46,2,1.0,0.0,147090.34,0
77054,15671450,Tsao,539,France,Male,55.0,5,0.0,2,1.0,1.0,166692.03,0
77080,15762404,H?,543,Spain,Female,55.0,4,0.0,2,1.0,1.0,161677.81,0
77092,15681096,Milani,658,France,Female,32.0,2,0.0,2,1.0,1.0,142675.62,0
77098,15573365,Genovesi,678,Germany,Male,50.0,8,101802.77,1,1.0,0.0,52628.22,0
77100,15795537,Fanucci,709,France,Male,27.0,9,0.0,2,0.0,0.0,175853.92,0
77102,15581348,Mazzanti,563,France,Male,48.0,8,0.0,2,0.0,0.0,182336.86,0
77113,15705820,Walker,639,France,Male,41.0,9,0.0,1,1.0,1.0,113981.85,0
77114,15782343,T'ien,637,France,Male,30.0,7,0.0,2,1.0,1.0,88891.8,0
77117,15783489,Yefremov,639,Spain,Male,42.0,5,0.0,2,1.0,0.0,59559.03,0
77131,15691825,Ritchie,559,Germany,Female,57.0,8,125385.21,1,1.0,1.0,57553.08,1
77140,15681411,Ibeamaka,716,Spain,Male,33.0,9,0.0,2,1.0,1.0,104077.67,0
77145,15694864,Tien,646,Spain,Male,32.0,8,0.0,2,1.0,1.0,19720.14,0
77150,15673761,T'ao,681,France,Female,44.0,4,122925.18,1,0.0,1.0,59653.07,1
77161,15677081,K?,730,France,Female,31.0,6,0.0,2,1.0,1.0,120853.06,0
77175,15642454,Hsia,619,France,Female,21.0,3,0.0,1,1.0,0.0,82969.17,0
77176,15684518,McGregor,696,Germany,Female,40.0,7,112262.64,1,0.0,0.0,114083.63,1
77216,15665951,Burdekin,774,Germany,Female,36.0,2,136496.55,2,1.0,0.0,64869.27,0
77218,15581549,Palerma,714,Spain,Male,47.0,0,0.0,2,1.0,1.0,172468.64,0
77219,15756865,Zetticci,616,Germany,Male,34.0,3,116969.98,2,1.0,1.0,125962.88,0
77221,15752499,Chienezie,646,Germany,Male,31.0,1,116731.55,1,1.0,1.0,102083.02,0
77225,15713855,Onyemauchechi,666,Germany,Female,42.0,2,154733.4,1,1.0,0.0,131407.75,0
77235,15712358,Hsia,651,France,Male,30.0,8,0.0,1,0.0,1.0,142210.39,0
77237,15668760,Liao,671,Spain,Male,22.0,8,0.0,2,1.0,1.0,131809.66,0
77241,15706061,Hs?,662,Spain,Male,27.0,1,0.0,1,1.0,0.0,147080.23,0
77257,15734267,Scott,590,France,Male,37.0,8,0.0,2,1.0,0.0,109628.72,0
77258,15571871,Ting,803,France,Male,54.0,2,121537.83,1,1.0,1.0,104889.2,0
77285,15603784,Mazzanti,619,France,Female,37.0,1,126428.38,1,1.0,1.0,52859.96,0
77297,15686810,Ts'ui,724,France,Male,39.0,7,0.0,2,1.0,1.0,100862.54,0
77298,15791525,P'eng,586,Germany,Male,49.0,4,115930.28,1,1.0,0.0,104954.51,1
77313,15583768,Rizzo,643,Germany,Male,41.0,5,120962.13,1,1.0,0.0,53353.36,1
77319,15659423,Sun,607,Spain,Male,26.0,1,0.0,2,1.0,0.0,59961.81,0
77324,15806085,Onyinyechukwuka,562,Germany,Male,57.0,4,144556.57,1,1.0,1.0,109089.14,1
77326,15609511,Olisaemeka,605,France,Female,36.0,8,0.0,2,0.0,1.0,120736.5,0
77327,15578876,Sun,704,France,Male,39.0,9,162261.89,1,1.0,1.0,173837.53,0
77328,15656094,Galkina,488,Spain,Male,37.0,10,0.0,2,1.0,0.0,167040.92,0
77330,15763629,Chinonyelum,602,Germany,Female,42.0,1,92310.74,1,0.0,1.0,128882.59,0
77333,15746875,Onyinyechukwuka,593,Germany,Male,39.0,9,123916.67,1,1.0,0.0,131305.37,1
77352,15784557,Buchi,632,France,Female,36.0,8,115777.0,2,1.0,0.0,146775.68,0
77363,15604582,Ch'iu,758,France,Male,40.0,1,138053.46,1,1.0,1.0,110431.51,0
77370,15682920,DeRose,597,France,Male,33.0,2,0.0,2,1.0,0.0,151924.9,0
77386,15632328,Fokina,607,France,Male,44.0,5,160982.83,1,1.0,0.0,48859.64,0
77401,15689957,McIntyre,651,France,Female,40.0,10,137138.2,1,0.0,0.0,121408.53,1
77405,15672955,Hsia,813,France,Male,38.0,10,0.0,2,1.0,1.0,54416.45,0
77407,15781871,Ch'eng,712,Germany,Female,48.0,4,157842.92,1,0.0,0.0,166678.01,1
77427,15792349,T'ien,648,Germany,Male,51.0,2,108197.14,1,1.0,0.0,125870.2,1
77436,15572758,Rubeo,730,Spain,Male,33.0,5,0.0,1,1.0,1.0,132498.24,0
77438,15761154,Sun,830,Spain,Female,21.0,4,0.0,2,1.0,1.0,180889.7,0
77452,15780112,Lombardi,757,Germany,Male,31.0,9,108427.85,1,0.0,0.0,125962.83,0
77453,15672855,Chu,613,France,Male,37.0,10,127660.97,1,1.0,1.0,146700.82,0
77466,15667090,Onyemere,697,Spain,Female,45.0,2,0.0,1,1.0,1.0,82522.92,0
77478,15632579,Chiu,674,France,Male,40.0,9,0.0,2,1.0,1.0,807.41,0
77479,15641414,Lucchese,699,Spain,Male,34.0,0,0.0,2,1.0,1.0,115262.57,0
77482,15744244,Fan,542,France,Male,49.0,6,95128.86,1,1.0,1.0,97782.92,1
